207.46.13.58    - [25-Aug-2020 00:14:41 Asia/Riyadh] "GET /sitemap-posttypes-products.xml :443" 200 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
40.77.167.110   - [25-Aug-2020 00:14:45 Asia/Riyadh] "GET /sitemap-posttypes-page.xml :443" 200 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
207.46.13.197   - [25-Aug-2020 00:15:18 Asia/Riyadh] "GET /sitemap-taxonomies-news-category.xml :443" 200 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
69.191.249.214  - [25-Aug-2020 00:19:13 Asia/Riyadh] "GET /about-src/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64; BLP_bbot/0.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
81.24.152.21    - [25-Aug-2020 00:25:03 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0
51.223.101.50   - [25-Aug-2020 00:50:02 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36 [http://www.sama.gov.sa/ar-sa/Finance/Pages/FinancingLicencedEntities.aspx]
106.210.96.166  - [25-Aug-2020 00:52:21 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36
106.210.96.166  - [25-Aug-2020 00:52:27 Asia/Riyadh] "GET /about-src/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36
157.55.39.196   - [25-Aug-2020 00:59:20 Asia/Riyadh] "GET /sitemap.xml :443" 200 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
93.168.122.51   - [25-Aug-2020 01:04:27 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3237.0 Safari/537.36
93.168.253.193  - [25-Aug-2020 01:17:52 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/84.0.4147.122 Mobile/15E148 Safari/604.1
93.168.253.193  - [25-Aug-2020 01:18:05 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/84.0.4147.122 Mobile/15E148 Safari/604.1
93.168.253.193  - [25-Aug-2020 01:19:02 Asia/Riyadh] "GET /ar/products-2/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/84.0.4147.122 Mobile/15E148 Safari/604.1
93.168.253.193  - [25-Aug-2020 01:19:47 Asia/Riyadh] "GET /ar/career-2/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/84.0.4147.122 Mobile/15E148 Safari/604.1
114.119.165.120 - [25-Aug-2020 01:27:09 Asia/Riyadh] "GET /ar/create-a-ticket/faqs/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+http://aspiegel.com/petalbot)
213.166.150.227 - [25-Aug-2020 01:40:41 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36
69.191.249.207  - [25-Aug-2020 01:41:18 Asia/Riyadh] "GET /news/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64; BLP_bbot/0.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
114.119.160.51  - [25-Aug-2020 01:45:19 Asia/Riyadh] "GET /ar/أخبار/news-ar/news3/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+http://aspiegel.com/petalbot)
95.186.130.215  - [25-Aug-2020 01:49:56 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 10; SM-N970F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Mobile Safari/537.36
114.119.162.64  - [25-Aug-2020 01:52:39 Asia/Riyadh] "GET /ar/our-business-2/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+http://aspiegel.com/petalbot)
40.77.167.228   - [25-Aug-2020 02:08:44 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
77.88.5.242     - [25-Aug-2020 02:22:24 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
69.191.249.215  - [25-Aug-2020 02:24:45 Asia/Riyadh] "GET /about-src/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64; BLP_bbot/0.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
