216.18.204.211  - [16-Sep-2020 01:30:02 Asia/Riyadh] "GET /ar/create-a-ticket/announcements/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:30:16 Asia/Riyadh] "GET /ar/create-a-ticket/knowledgebase/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:30:27 Asia/Riyadh] "GET /ar/create-a-ticket/ticket-status/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:30:40 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:30:54 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:31:05 Asia/Riyadh] "GET /faq/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:31:19 Asia/Riyadh] "GET /news/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:31:29 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:31:50 Asia/Riyadh] "GET /partners/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:31:58 Asia/Riyadh] "GET /products/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:32:06 Asia/Riyadh] "GET /about-src/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:32:16 Asia/Riyadh] "GET /news/news/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:32:26 Asia/Riyadh] "GET /partner-link/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:32:34 Asia/Riyadh] "GET /whistleblower/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:32:48 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:32:57 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:33:08 Asia/Riyadh] "GET /news/news/banque-saudi-fransi-to-expand-ltfr-mortgages-with-src-funding/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:33:16 Asia/Riyadh] "GET /news/news/src-injects-another-sar1-billion-into-saudi-housing-finance-market/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:33:26 Asia/Riyadh] "GET /news/news/saudi-real-estate-refinance-company-src-signs-sar1bn-deal-with-bidaya-home-finance/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:33:32 Asia/Riyadh] "GET /my-login :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:33:42 Asia/Riyadh] "GET /ar/career-2/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:34:17 Asia/Riyadh] "GET /ar/products-2/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:34:26 Asia/Riyadh] "GET /ar/about-src-2/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:34:37 Asia/Riyadh] "GET /ar/partners-ar/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:34:53 Asia/Riyadh] "GET /ar/news/news-ar/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 01:35:09 Asia/Riyadh] "GET /ar/create-a-ticket/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
77.88.5.242     - [16-Sep-2020 01:41:41 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
77.88.5.242     - [16-Sep-2020 01:41:56 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
69.191.249.217  - [16-Sep-2020 01:46:35 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
95.185.184.142  - [16-Sep-2020 01:48:56 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1 [http://www.sama.gov.sa/ar-sa/Finance/Pages/FinancingLicencedEntities.aspx]
95.185.184.142  - [16-Sep-2020 01:49:10 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1
95.185.184.142  - [16-Sep-2020 01:50:24 Asia/Riyadh] "GET /ar/الأسئلة-الشائعة/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1
95.185.184.142  - [16-Sep-2020 01:51:38 Asia/Riyadh] "GET /ar/partners-ar/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1
95.185.184.142  - [16-Sep-2020 01:52:00 Asia/Riyadh] "GET /ar/products-2/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1
95.185.184.142  - [16-Sep-2020 01:52:29 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1
95.185.184.142  - [16-Sep-2020 01:52:33 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1 [http://www.sama.gov.sa/ar-sa/Finance/Pages/FinancingLicencedEntities.aspx]
114.119.152.5   - [16-Sep-2020 01:52:48 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+http://aspiegel.com/petalbot)
37.104.212.62   - [16-Sep-2020 01:53:55 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/28.1  Mobile/15E148 Safari/605.1.15
199.16.157.181  - [16-Sep-2020 01:54:59 Asia/Riyadh] "GET /partners/ :443" 200 - Twitterbot/1.0
157.55.39.131   - [16-Sep-2020 02:03:54 Asia/Riyadh] "GET /sitemaps.xml :443" 404 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
157.55.39.131   - [16-Sep-2020 02:03:58 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
151.255.216.117 - [16-Sep-2020 02:19:23 Asia/Riyadh] "GET /ar/career-2/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36
94.99.108.138   - [16-Sep-2020 02:34:52 Asia/Riyadh] "GET /ar/career-2/ :443" 200 - Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 [https://www.adslgate.com/dsl/showpost.php?p=1082698386&postcount=56]
77.88.5.242     - [16-Sep-2020 02:47:39 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
69.191.249.206  - [16-Sep-2020 02:59:19 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
107.173.202.98  - [16-Sep-2020 03:05:01 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36
34.255.87.116   - [16-Sep-2020 03:12:53 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36
54.38.138.237   - [16-Sep-2020 03:25:42 Asia/Riyadh] "GET /wp-content/plugins/wp-file-manager/lib/php/connector.minimal.php :443" 404 - Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36 [www.google.com]
54.38.138.237   - [16-Sep-2020 03:25:47 Asia/Riyadh] "GET / :443" 200 - Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36 [www.google.com]
69.191.249.201  - [16-Sep-2020 03:44:37 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
157.55.39.53    - [16-Sep-2020 03:55:40 Asia/Riyadh] "GET /Manage.aspx :443" 404 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
37.43.167.226   - [16-Sep-2020 04:43:37 Asia/Riyadh] "GET /ar/partners-ar/ :443" 200 - Mozilla/5.0 (Linux; Android 8.1.0; SM-J260F Build/M1AJB; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 SamsungBrowser/7.2 Chrome/85.0.4183.101 Mobile Safari/537.36
114.119.132.131 - [16-Sep-2020 05:00:52 Asia/Riyadh] "GET /ar/products-2/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+http://aspiegel.com/petalbot)
69.191.249.206  - [16-Sep-2020 05:03:33 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
114.119.140.179 - [16-Sep-2020 05:08:55 Asia/Riyadh] "GET /news/news/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+http://aspiegel.com/petalbot)
216.18.204.211  - [16-Sep-2020 05:39:07 Asia/Riyadh] "GET /news/news/src-signs-a-strategic-partnership-deal-of-sar-1bn-with-deutsche-gulf-finance/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:39:17 Asia/Riyadh] "GET /ar/الأسئلة-الشائعة/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:39:34 Asia/Riyadh] "GET /ar/القوائم-المالية/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:39:47 Asia/Riyadh] "GET /news/news/aiming-to-provide-more-accessible-home-loans-src-signs-partnership-agreement-with-dat/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:40:02 Asia/Riyadh] "GET /ar/تقرير-مجلس-الإدارة/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:40:14 Asia/Riyadh] "GET /news/news/home-loans-become-more-accessible-for-saudi-house-hunters-src-signs-partnership-agreement-with-ncb-to-acquire-mortgage-portfolio/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:40:44 Asia/Riyadh] "GET /whistleblower/login/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:41:11 Asia/Riyadh] "GET /whistleblower/add-ticket/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:41:25 Asia/Riyadh] "GET /whistleblower/my-tickets/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:41:35 Asia/Riyadh] "GET /whistleblower/control-panel/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
34.233.47.162   - [16-Sep-2020 05:42:36 Asia/Riyadh] "GET / :443" 200 - Go-http-client/2.0 [http://srco.com.sa]
69.191.249.221  - [16-Sep-2020 05:42:50 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
216.18.204.211  - [16-Sep-2020 05:43:10 Asia/Riyadh] "GET /ar/create-a-ticket/login/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
77.88.5.242     - [16-Sep-2020 05:43:35 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
216.18.204.211  - [16-Sep-2020 05:43:52 Asia/Riyadh] "GET /ar/create-a-ticket/add-ticket/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:44:02 Asia/Riyadh] "GET /ar/create-a-ticket/my-tickets/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:44:14 Asia/Riyadh] "GET /ar/create-a-ticket/control-panel/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:44:24 Asia/Riyadh] "GET /whistleblower/faqs/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:44:46 Asia/Riyadh] "GET /whistleblower/downloads/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:45:12 Asia/Riyadh] "GET /whistleblower/announcements/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:45:25 Asia/Riyadh] "GET /whistleblower/knowledgebase/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:45:34 Asia/Riyadh] "GET /whistleblower/ticket-status/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:46:22 Asia/Riyadh] "GET /ar/create-a-ticket/faqs/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:46:31 Asia/Riyadh] "GET /ar/create-a-ticket/downloads/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:46:40 Asia/Riyadh] "GET /ar/create-a-ticket/announcements/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:46:52 Asia/Riyadh] "GET /ar/create-a-ticket/knowledgebase/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:47:04 Asia/Riyadh] "GET /ar/create-a-ticket/ticket-status/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:47:22 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:47:36 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:47:49 Asia/Riyadh] "GET /faq/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:48:02 Asia/Riyadh] "GET /news/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:48:14 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:48:29 Asia/Riyadh] "GET /partners/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:48:41 Asia/Riyadh] "GET /products/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:48:52 Asia/Riyadh] "GET /about-src/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:49:01 Asia/Riyadh] "GET /news/news/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:49:13 Asia/Riyadh] "GET /partner-link/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:49:25 Asia/Riyadh] "GET /whistleblower/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:49:39 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:49:49 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:49:58 Asia/Riyadh] "GET /news/news/banque-saudi-fransi-to-expand-ltfr-mortgages-with-src-funding/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:50:12 Asia/Riyadh] "GET /news/news/src-injects-another-sar1-billion-into-saudi-housing-finance-market/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:50:26 Asia/Riyadh] "GET /news/news/saudi-real-estate-refinance-company-src-signs-sar1bn-deal-with-bidaya-home-finance/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:50:37 Asia/Riyadh] "GET /my-login :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:50:48 Asia/Riyadh] "GET /ar/career-2/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:51:22 Asia/Riyadh] "GET /ar/products-2/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:51:31 Asia/Riyadh] "GET /ar/about-src-2/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:51:42 Asia/Riyadh] "GET /ar/partners-ar/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:51:56 Asia/Riyadh] "GET /ar/news/news-ar/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
216.18.204.211  - [16-Sep-2020 05:52:10 Asia/Riyadh] "GET /ar/create-a-ticket/ :443" 200 - Mozilla/5.0 (compatible; Adsbot/3.1)
114.119.152.5   - [16-Sep-2020 05:53:45 Asia/Riyadh] "GET /news :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+http://aspiegel.com/petalbot)
138.229.98.160  - [16-Sep-2020 06:00:41 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36
173.252.95.23   - [16-Sep-2020 06:30:38 Asia/Riyadh] "GET /ar/our-business-2/ :443" 200 - facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
17.58.99.104    - [16-Sep-2020 06:38:21 Asia/Riyadh] "GET /our-business/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)
